Q4R8V8	Q4R8V8.2	CGI_10020622	3e-51
Q4R930	Q4R930.1	CGI_10010488	5e-50
Q4R9E0	Q4R9E0.1	CGI_10005652	5e-39
Q4TU93	Q4TU93.1	CGI_10024769	3e-14
Q4TU93	Q4TU93.1	CGI_10026070	4e-18
Q4TZY1	Q4TZY1.1	CGI_10008035	3e-74
Q4U0T9	Q4U0T9.1	CGI_10017503	3e-16
Q4U2R1	Q4U2R1.3	CGI_10003167	1e-13
Q4U2R1	Q4U2R1.3	CGI_10023022	9e-11
Q4U3Q4	Q4U3Q4.1	CGI_10006759	8e-37
Q4UMH6	Q4UMH6.1	CGI_10001311	7e-27
Q4UMH6	Q4UMH6.1	CGI_10002783	3e-26
Q4UMH6	Q4UMH6.1	CGI_10008506	2e-19
Q4UMH6	Q4UMH6.1	CGI_10008542	1e-14
Q4UMH6	Q4UMH6.1	CGI_10009387	2e-27
Q4UMH6	Q4UMH6.1	CGI_10010966	1e-17
Q4UMH6	Q4UMH6.1	CGI_10012652	1e-13
Q4UMH6	Q4UMH6.1	CGI_10013251	2e-24
Q4UMH6	Q4UMH6.1	CGI_10016123	1e-38
Q4UMH6	Q4UMH6.1	CGI_10016147	5e-38
Q4UMH6	Q4UMH6.1	CGI_10017458	5e-18
Q4UMH6	Q4UMH6.1	CGI_10018184	4e-30
Q4UMH6	Q4UMH6.1	CGI_10018544	2e-16
Q4UMH6	Q4UMH6.1	CGI_10019476	5e-21
Q4UMH6	Q4UMH6.1	CGI_10019477	6e-26
Q4UMH6	Q4UMH6.1	CGI_10019485	9e-24
Q4UMH6	Q4UMH6.1	CGI_10022455	3e-15
Q4UMH6	Q4UMH6.1	CGI_10023149	3e-17
Q4UMH6	Q4UMH6.1	CGI_10024659	2e-21
Q4UMH6	Q4UMH6.1	CGI_10027169	6e-34
Q4UNC7	Q4UNC7.1	CGI_10000159	2e-44
Q4V348	Q4V348.1	CGI_10023537	6e-49
Q4V7A9	Q4V7A9.1	CGI_10026497	4e-39
Q4V7B8	Q4V7B8.1	CGI_10002686	9e-22
Q4V7T8	Q4V7T8.1	CGI_10010732	5e-87
Q4V7V8	Q4V7V8.1	CGI_10026348	2e-66
Q4V7W8	Q4V7W8.1	CGI_10023251	3e-65
Q4V7Y7	Q4V7Y7.1	CGI_10024655	0.0
Q4V817	Q4V817.1	CGI_10014603	3e-10
Q4V838	Q4V838.1	CGI_10021819	2e-125
Q4V8C2	Q4V8C2.3	CGI_10003479	9e-153
Q4V8C9	Q4V8C9.1	CGI_10010002	6e-20
Q4V8D7	Q4V8D7.2	CGI_10003008	3e-33
Q4V8G4	Q4V8G4.1	CGI_10007892	0.0
Q4V8K3	Q4V8K3.1	CGI_10024734	4e-93
Q4V8U5	Q4V8U5.1	CGI_10017148	0.0
Q4V8V2	Q4V8V2.1	CGI_10022001	4e-60
Q4V8Z3	Q4V8Z3.1	CGI_10006325	5e-08
Q4V9P6	Q4V9P6.1	CGI_10018537	3e-78
Q4V9P9	Q4V9P9.1	CGI_10018343	8e-20
Q4VA36	Q4VA36.1	CGI_10007318	4e-14
Q4VBI7	Q4VBI7.1	CGI_10002453	3e-20
Q4VBI7	Q4VBI7.1	CGI_10012332	8e-62
Q4VBS4	Q4VBS4.1	CGI_10026676	7e-76
Q4VBT2	Q4VBT2.1	CGI_10014001	7e-24
Q4VBV9	Q4VBV9.1	CGI_10014222	6e-63
Q4VC17	Q4VC17.2	CGI_10005741	3e-08
Q4VC33	Q4VC33.1	CGI_10024494	7e-148
Q4VGL6	Q4VGL6.1	CGI_10019842	0.0
Q4VIT5	Q4VIT5.1	CGI_10015916	8e-92
Q4VSI4	Q4VSI4.1	CGI_10008892	0.0
Q4VUF1	Q4VUF1.1	CGI_10011004	3e-51
Q4ZHG4	Q4ZHG4.4	CGI_10002368	3e-11
Q4ZHG4	Q4ZHG4.4	CGI_10004268	9e-23
Q4ZHG4	Q4ZHG4.4	CGI_10007287	9e-23
Q4ZHG4	Q4ZHG4.4	CGI_10011379	5e-18
Q4ZHG4	Q4ZHG4.4	CGI_10013994	1e-22
Q4ZHG4	Q4ZHG4.4	CGI_10014766	2e-20
Q4ZHG4	Q4ZHG4.4	CGI_10020736	5e-25
Q4ZHW1	Q4ZHW1.1	CGI_10017810	1e-25
Q4ZJM9	Q4ZJM9.1	CGI_10000823	1e-10
Q4ZJM9	Q4ZJM9.1	CGI_10000910	2e-10
Q4ZJM9	Q4ZJM9.1	CGI_10001483	5e-11
Q4ZJM9	Q4ZJM9.1	CGI_10001781	2e-06
Q4ZJM9	Q4ZJM9.1	CGI_10001805	2e-07
Q4ZJM9	Q4ZJM9.1	CGI_10001861	2e-06
Q4ZJM9	Q4ZJM9.1	CGI_10002498	9e-11
Q4ZJM9	Q4ZJM9.1	CGI_10003166	5e-10
Q4ZJM9	Q4ZJM9.1	CGI_10004133	5e-11
Q4ZJM9	Q4ZJM9.1	CGI_10004134	7e-10
Q4ZJM9	Q4ZJM9.1	CGI_10005418	2e-11
Q4ZJM9	Q4ZJM9.1	CGI_10005419	4e-07
Q4ZJM9	Q4ZJM9.1	CGI_10006377	4e-09
Q4ZJM9	Q4ZJM9.1	CGI_10006725	8e-08
Q4ZJM9	Q4ZJM9.1	CGI_10006726	3e-09
Q4ZJM9	Q4ZJM9.1	CGI_10007374	8e-13
Q4ZJM9	Q4ZJM9.1	CGI_10007376	2e-09
Q4ZJM9	Q4ZJM9.1	CGI_10008115	1e-07
Q4ZJM9	Q4ZJM9.1	CGI_10008604	2e-10
Q4ZJM9	Q4ZJM9.1	CGI_10009984	8e-06
Q4ZJM9	Q4ZJM9.1	CGI_10009985	1e-09
Q4ZJM9	Q4ZJM9.1	CGI_10010262	2e-11
Q4ZJM9	Q4ZJM9.1	CGI_10011342	2e-10
Q4ZJM9	Q4ZJM9.1	CGI_10011386	5e-10
Q4ZJM9	Q4ZJM9.1	CGI_10011387	2e-10
Q4ZJM9	Q4ZJM9.1	CGI_10012233	2e-11
Q4ZJM9	Q4ZJM9.1	CGI_10012832	1e-10
Q4ZJM9	Q4ZJM9.1	CGI_10014944	4e-10
Q4ZJM9	Q4ZJM9.1	CGI_10014945	2e-09
Q4ZJM9	Q4ZJM9.1	CGI_10015754	3e-10
Q4ZJM9	Q4ZJM9.1	CGI_10019023	3e-09
Q4ZJM9	Q4ZJM9.1	CGI_10020461	2e-13
Q4ZJM9	Q4ZJM9.1	CGI_10020567	3e-10
Q4ZJM9	Q4ZJM9.1	CGI_10021047	2e-08
Q4ZJM9	Q4ZJM9.1	CGI_10021048	1e-12
Q4ZJM9	Q4ZJM9.1	CGI_10021050	3e-07
Q4ZJM9	Q4ZJM9.1	CGI_10021488	3e-12
Q4ZJM9	Q4ZJM9.1	CGI_10021742	4e-10
Q4ZJM9	Q4ZJM9.1	CGI_10022054	5e-07
Q4ZJM9	Q4ZJM9.1	CGI_10022091	2e-17
Q4ZJM9	Q4ZJM9.1	CGI_10022092	3e-14
Q4ZJM9	Q4ZJM9.1	CGI_10023214	1e-12
Q4ZJM9	Q4ZJM9.1	CGI_10023473	1e-10
Q4ZJM9	Q4ZJM9.1	CGI_10023889	9e-07
Q4ZJM9	Q4ZJM9.1	CGI_10024521	5e-10
Q4ZJM9	Q4ZJM9.1	CGI_10024879	5e-06
Q4ZJM9	Q4ZJM9.1	CGI_10025230	3e-08
Q4ZJM9	Q4ZJM9.1	CGI_10026716	1e-10
Q4ZJM9	Q4ZJM9.1	CGI_10026873	3e-11
Q4ZJM9	Q4ZJM9.1	CGI_10026904	9e-09
Q4ZJM9	Q4ZJM9.1	CGI_10026905	1e-09
Q4ZJM9	Q4ZJM9.1	CGI_10026907	2e-08
Q4ZJM9	Q4ZJM9.1	CGI_10028064	2e-06
Q4ZJM9	Q4ZJM9.1	CGI_10028067	2e-06
Q4ZJM9	Q4ZJM9.1	CGI_10028187	4e-06
Q4ZJM9	Q4ZJM9.1	CGI_10028278	3e-08
Q4ZJN1	Q4ZJN1.1	CGI_10005429	8e-07
Q501J6	Q501J6.1	CGI_10014473	0.0
Q501L1	Q501L1.1	CGI_10006974	2e-103
Q501L1	Q501L1.1	CGI_10026137	3e-100
Q501L1	Q501L1.1	CGI_10028927	7e-106
Q501L3	Q501L3.1	CGI_10002471	6e-07
Q501L3	Q501L3.1	CGI_10024406	2e-06
Q501S4	Q501S4.2	CGI_10009376	4e-15
Q501Z5	Q501Z5.1	CGI_10009051	1e-151
Q502B3	Q502B3.1	CGI_10017748	4e-42
Q502D1	Q502D1.1	CGI_10013920	4e-57
Q502G2	Q502G2.1	CGI_10012423	2e-74
Q502J7	Q502J7.1	CGI_10004224	6e-51
Q502J7	Q502J7.1	CGI_10010462	1e-53
Q502L2	Q502L2.2	CGI_10004944	3e-92
Q502M6	Q502M6.1	CGI_10004622	2e-14
Q502M6	Q502M6.1	CGI_10027494	3e-42
Q502M8	Q502M8.1	CGI_10024144	5e-97
Q502W6	Q502W6.3	CGI_10006704	3e-154
Q502W6	Q502W6.3	CGI_10014264	4e-20
Q503I2	Q503I2.1	CGI_10020919	1e-21
Q503I8	Q503I8.1	CGI_10006033	0.0
Q503M4	Q503M4.1	CGI_10007558	2e-09
Q503P5	Q503P5.1	CGI_10010379	1e-65
Q503Q1	Q503Q1.2	CGI_10014711	6e-112
Q503R4	Q503R4.1	CGI_10008314	7e-48
Q503R4	Q503R4.1	CGI_10019146	7e-45
Q503U1	Q503U1.1	CGI_10003522	5e-31
Q503U1	Q503U1.1	CGI_10018561	1e-35
Q503V0	Q503V0.3	CGI_10026259	8e-39
Q503V3	Q503V3.1	CGI_10027832	2e-42
Q503Y7	Q503Y7.1	CGI_10028112	6e-54
Q504A5	Q504A5.1	CGI_10013536	4e-18
Q504A5	Q504A5.1	CGI_10017915	8e-30
Q504A5	Q504A5.1	CGI_10025815	1e-28
Q504G0	Q504G0.1	CGI_10002725	6e-32
Q504Y0	Q504Y0.3	CGI_10001608	1e-53
Q504Y0	Q504Y0.3	CGI_10004419	1e-53
Q504Y0	Q504Y0.3	CGI_10008479	1e-49
Q504Y2	Q504Y2.2	CGI_10011728	3e-53
Q504Y3	Q504Y3.1	CGI_10012962	2e-26
Q505D1	Q505D1.1	CGI_10005499	7e-77
Q505D1	Q505D1.1	CGI_10015464	2e-25
Q505D1	Q505D1.1	CGI_10019109	4e-14
Q505D1	Q505D1.1	CGI_10019577	3e-31
Q505D1	Q505D1.1	CGI_10028081	2e-09
Q505H4	Q505H4.1	CGI_10007408	1e-12
Q505H4	Q505H4.1	CGI_10017936	4e-18
Q50D79	Q50D79.2	CGI_10007529	2e-59
Q50LG9	Q50LG9.2	CGI_10008005	6e-16
Q50LG9	Q50LG9.2	CGI_10008006	6e-18
Q52812	Q52812.1	CGI_10001900	2e-134
Q52813	Q52813.1	CGI_10001899	2e-50
Q52995	Q52995.2	CGI_10025400	7e-21
Q52I78	Q52I78.2	CGI_10023358	0.0
Q52KI8	Q52KI8.2	CGI_10017572	1e-48
Q52KJ8	Q52KJ8.2	CGI_10000428	6e-41
Q52KJ8	Q52KJ8.2	CGI_10028763	1e-12
Q52KK4	Q52KK4.1	CGI_10020915	1e-34
Q52L14	Q52L14.1	CGI_10008784	5e-124
Q52L45	Q52L45.1	CGI_10001800	7e-25
Q52L45	Q52L45.1	CGI_10001802	9e-31
Q52LR7	Q52LR7.2	CGI_10002030	2e-37
Q52QT8	Q52QT8.1	CGI_10023739	1e-13
Q52RG8	Q52RG8.3	CGI_10010990	5e-27
Q53E76	Q53E76.1	CGI_10000840	9e-76
Q53FA7	Q53FA7.2	CGI_10020539	7e-115
Q53G44	Q53G44.3	CGI_10000661	3e-45
Q53G44	Q53G44.3	CGI_10001635	7e-53
Q53G44	Q53G44.3	CGI_10001869	7e-47
Q53G44	Q53G44.3	CGI_10004160	1e-47
Q53G44	Q53G44.3	CGI_10011182	9e-20
Q53G44	Q53G44.3	CGI_10011184	2e-26
Q53G44	Q53G44.3	CGI_10011953	6e-51
Q53G44	Q53G44.3	CGI_10011954	5e-54
Q53G44	Q53G44.3	CGI_10013208	2e-06
Q53G44	Q53G44.3	CGI_10013209	3e-06
Q53G44	Q53G44.3	CGI_10013762	2e-24
Q53G44	Q53G44.3	CGI_10014532	1e-50
Q53G44	Q53G44.3	CGI_10014533	8e-53
Q53G44	Q53G44.3	CGI_10014534	1e-48
Q53G44	Q53G44.3	CGI_10014536	1e-28
Q53G44	Q53G44.3	CGI_10019093	7e-38
Q53G44	Q53G44.3	CGI_10024068	3e-54
Q53G44	Q53G44.3	CGI_10024069	1e-53
Q53G44	Q53G44.3	CGI_10024070	1e-52
Q53G44	Q53G44.3	CGI_10024072	4e-53
Q53H80	Q53H80.2	CGI_10016367	4e-41
Q53HC9	Q53HC9.2	CGI_10022677	3e-102
Q53HV7	Q53HV7.2	CGI_10028697	6e-75
Q53LP3	Q53LP3.1	CGI_10019759	4e-27
Q53LU4	Q53LU4.1	CGI_10006717	7e-35
Q53T59	Q53T59.1	CGI_10002737	2e-27
Q53TQ3	Q53TQ3.2	CGI_10016441	2e-36
Q53WP9	Q53WP9.1	CGI_10021359	1e-15
Q54468	Q54468.1	CGI_10023816	2e-150
Q54468	Q54468.1	CGI_10027871	1e-55
Q54728	Q54728.2	CGI_10014417	1e-17
Q54B10	Q54B10.1	CGI_10024257	3e-112
Q54BC9	Q54BC9.1	CGI_10018198	2e-06
Q54BU4	Q54BU4.1	CGI_10014053	0.0
Q54CE0	Q54CE0.1	CGI_10026248	2e-08
Q54D75	Q54D75.1	CGI_10016407	5e-06
Q54DF2	Q54DF2.1	CGI_10020258	9e-06
Q54DF2	Q54DF2.1	CGI_10021042	3e-52
Q54F25	Q54F25.1	CGI_10019460	1e-50
Q54G05	Q54G05.1	CGI_10001568	9e-21
Q54G05	Q54G05.1	CGI_10002332	5e-16
Q54G05	Q54G05.1	CGI_10007114	6e-10
Q54G05	Q54G05.1	CGI_10016288	4e-17
Q54G05	Q54G05.1	CGI_10021116	6e-11
Q54G05	Q54G05.1	CGI_10026648	6e-29
Q54G05	Q54G05.1	CGI_10028918	1e-19
Q54G14	Q54G14.2	CGI_10002299	5e-11
Q54G96	Q54G96.1	CGI_10009666	7e-06
Q54H46	Q54H46.1	CGI_10028788	9e-18
Q54HA4	Q54HA4.1	CGI_10020517	4e-06
Q54HT1	Q54HT1.1	CGI_10025543	4e-06
Q54IV3	Q54IV3.1	CGI_10005416	2e-07
Q54J55	Q54J55.1	CGI_10008751	2e-15
Q54J55	Q54J55.1	CGI_10008857	1e-07
Q54J55	Q54J55.1	CGI_10012437	5e-09
Q54J55	Q54J55.1	CGI_10012771	5e-08
Q54J55	Q54J55.1	CGI_10013253	4e-08
Q54J55	Q54J55.1	CGI_10015356	2e-16
Q54J55	Q54J55.1	CGI_10016313	3e-09
Q54J55	Q54J55.1	CGI_10017987	3e-06
Q54J55	Q54J55.1	CGI_10020303	4e-15
Q54J55	Q54J55.1	CGI_10021549	4e-08
Q54J55	Q54J55.1	CGI_10027242	1e-06
Q54JA5	Q54JA5.1	CGI_10028021	1e-06
Q54JJ3	Q54JJ3.1	CGI_10015534	2e-32
Q54JW9	Q54JW9.1	CGI_10002969	1e-17
Q54JW9	Q54JW9.1	CGI_10003135	1e-09
Q54JW9	Q54JW9.1	CGI_10003867	3e-17
Q54JW9	Q54JW9.1	CGI_10004080	2e-07
Q54JW9	Q54JW9.1	CGI_10004978	1e-10
Q54JW9	Q54JW9.1	CGI_10005075	2e-19
Q54JW9	Q54JW9.1	CGI_10008620	4e-19
Q54JW9	Q54JW9.1	CGI_10008622	3e-18
Q54JW9	Q54JW9.1	CGI_10010294	2e-06
Q54JW9	Q54JW9.1	CGI_10010951	1e-18
Q54JW9	Q54JW9.1	CGI_10012102	7e-10
Q54JW9	Q54JW9.1	CGI_10012960	2e-13
Q54JW9	Q54JW9.1	CGI_10017376	2e-15
Q54JW9	Q54JW9.1	CGI_10021317	6e-10
Q54JW9	Q54JW9.1	CGI_10021457	2e-10
Q54JW9	Q54JW9.1	CGI_10023749	2e-11
Q54JW9	Q54JW9.1	CGI_10024914	1e-11
Q54JW9	Q54JW9.1	CGI_10025865	3e-11
Q54JW9	Q54JW9.1	CGI_10027511	8e-21
Q54JW9	Q54JW9.1	CGI_10027645	2e-10
Q54KA7	Q54KA7.1	CGI_10016175	2e-23
Q54KD0	Q54KD0.1	CGI_10004140	2e-63
Q54KD0	Q54KD0.1	CGI_10018891	5e-53
Q54KX0	Q54KX0.1	CGI_10022840	2e-11
Q54KX5	Q54KX5.2	CGI_10014086	1e-05
Q54KZ0	Q54KZ0.1	CGI_10002722	2e-11
Q54KZ0	Q54KZ0.1	CGI_10024001	2e-13
Q54MC6	Q54MC6.1	CGI_10000913	2e-12
Q54MC6	Q54MC6.1	CGI_10009780	4e-18
Q54NP8	Q54NP8.1	CGI_10003000	5e-18
Q54NZ4	Q54NZ4.1	CGI_10027450	4e-07
Q54P70	Q54P70.2	CGI_10019977	9e-11
Q54P70	Q54P70.2	CGI_10021426	3e-06
Q54P78	Q54P78.1	CGI_10014867	8e-89
Q54PM6	Q54PM6.1	CGI_10008336	9e-07
Q54PM6	Q54PM6.1	CGI_10008681	4e-06
Q54PM6	Q54PM6.1	CGI_10028332	2e-08
Q54QQ1	Q54QQ1.1	CGI_10012078	2e-20
Q54QQ2	Q54QQ2.1	CGI_10008723	3e-06
Q54R73	Q54R73.1	CGI_10026531	1e-09
Q54RA4	Q54RA4.1	CGI_10006789	3e-22
Q54RV9	Q54RV9.1	CGI_10008931	1e-113
Q54SW1	Q54SW1.2	CGI_10008552	1e-08
Q54SY5	Q54SY5.1	CGI_10027091	1e-06
Q54TD8	Q54TD8.1	CGI_10027727	1e-07
Q54TR1	Q54TR1.1	CGI_10025315	1e-79
Q54U44	Q54U44.1	CGI_10016760	0.0
Q54U44	Q54U44.1	CGI_10016762	0.0
Q54VC0	Q54VC0.1	CGI_10018141	6e-06
Q54X15	Q54X15.1	CGI_10018110	6e-08
Q54XH6	Q54XH6.1	CGI_10010629	2e-08
Q54XM9	Q54XM9.1	CGI_10012103	4e-07
Q54YM7	Q54YM7.1	CGI_10020434	1e-13
Q54ZX8	Q54ZX8.1	CGI_10017620	6e-08
Q554E7	Q554E7.1	CGI_10027708	4e-30
Q555N7	Q555N7.1	CGI_10003279	2e-19
Q557C9	Q557C9.1	CGI_10008847	1e-07
Q557E7	Q557E7.1	CGI_10012323	7e-12
Q558Z0	Q558Z0.1	CGI_10019203	1e-81
Q55A09	Q55A09.1	CGI_10012080	1e-10
Q55A09	Q55A09.1	CGI_10021347	3e-22
Q55BM1	Q55BM1.1	CGI_10016777	7e-07
Q55BZ5	Q55BZ5.1	CGI_10019821	6e-72
Q55CD9	Q55CD9.2	CGI_10026349	9e-100
Q55CT5	Q55CT5.1	CGI_10013533	4e-09
Q55CU8	Q55CU8.1	CGI_10019451	3e-08
Q55E58	Q55E58.1	CGI_10007718	2e-64
Q55E58	Q55E58.1	CGI_10011731	6e-77
Q55E58	Q55E58.1	CGI_10012201	1e-78
Q55E58	Q55E58.1	CGI_10016213	8e-28
Q55E58	Q55E58.1	CGI_10026034	3e-29
Q55EX9	Q55EX9.2	CGI_10022081	5e-34
Q55EX9	Q55EX9.2	CGI_10022082	3e-10
Q55FM5	Q55FM5.1	CGI_10004935	1e-28
Q55G11	Q55G11.1	CGI_10021248	0.0
Q55GU0	Q55GU0.1	CGI_10001225	2e-16
Q55GU0	Q55GU0.1	CGI_10014308	7e-28
Q561P5	Q561P5.1	CGI_10025218	0.0
Q561R0	Q561R0.1	CGI_10004022	1e-24
Q561R1	Q561R1.1	CGI_10020793	2e-21
Q562C4	Q562C4.1	CGI_10010230	3e-41
Q562C7	Q562C7.1	CGI_10004307	2e-121
Q562C7	Q562C7.1	CGI_10004536	4e-34
Q562D5	Q562D5.1	CGI_10027762	7e-115
Q566C8	Q566C8.1	CGI_10010381	6e-13
Q566L4	Q566L4.1	CGI_10004589	2e-32
Q566M1	Q566M1.1	CGI_10013307	1e-74
Q566S6	Q566S6.1	CGI_10005034	2e-36
Q566U4	Q566U4.2	CGI_10016032	1e-55
Q566Y1	Q566Y1.2	CGI_10006572	4e-106
Q567B1	Q567B1.1	CGI_10022833	2e-102
Q567G2	Q567G2.1	CGI_10002723	2e-24
Q567G6	Q567G6.1	CGI_10016628	2e-06
Q567I9	Q567I9.1	CGI_10023288	1e-109
Q567Y6	Q567Y6.1	CGI_10008401	2e-55
Q568D2	Q568D2.1	CGI_10024666	9e-62
Q568M3	Q568M3.1	CGI_10027657	3e-73
Q568Q0	Q568Q0.1	CGI_10023992	2e-43
Q568R1	Q568R1.2	CGI_10001532	8e-14
Q568Y3	Q568Y3.1	CGI_10024104	2e-62
Q569D5	Q569D5.1	CGI_10018510	0.0
Q569L8	Q569L8.2	CGI_10028831	1e-127
Q56A06	Q56A06.1	CGI_10014319	0.0
Q56A24	Q56A24.1	CGI_10014288	1e-30
Q56A24	Q56A24.1	CGI_10018085	4e-60
Q56A24	Q56A24.1	CGI_10024145	3e-59
Q56AP7	Q56AP7.1	CGI_10025490	4e-06
Q56B11	Q56B11.2	CGI_10005456	3e-12
Q56H79	Q56H79.1	CGI_10004524	3e-07
Q56H79	Q56H79.1	CGI_10022295	1e-13
Q56P03	Q56P03.4	CGI_10022312	1e-47
Q56P28	Q56P28.1	CGI_10011950	1e-45
Q56R14	Q56R14.1	CGI_10002473	6e-07
Q56R14	Q56R14.1	CGI_10002604	1e-12
Q56R14	Q56R14.1	CGI_10013745	2e-19
Q56R14	Q56R14.1	CGI_10017488	1e-19
Q56R14	Q56R14.1	CGI_10020935	2e-11
Q56R14	Q56R14.1	CGI_10024121	1e-47
Q56R14	Q56R14.1	CGI_10027630	1e-13
Q56R14	Q56R14.1	CGI_10027982	2e-10
Q56UN5	Q56UN5.1	CGI_10012429	4e-97
Q571C7	Q571C7.2	CGI_10022748	5e-32
Q571E4	Q571E4.2	CGI_10019086	0.0
Q575S8	Q575S8.1	CGI_10017052	7e-07
Q575S8	Q575S8.1	CGI_10026222	2e-06
Q575S9	Q575S9.2	CGI_10007189	5e-14
Q575T0	Q575T0.1	CGI_10010349	6e-13
Q575T0	Q575T0.1	CGI_10010717	6e-16
Q57664	Q57664.1	CGI_10026285	9e-20
Q57692	Q57692.1	CGI_10007766	5e-06
Q57692	Q57692.1	CGI_10025468	5e-06
Q57951	Q57951.1	CGI_10008265	6e-07
Q58559	Q58559.1	CGI_10006267	1e-06
Q58588	Q58588.1	CGI_10022256	7e-15
Q58588	Q58588.1	CGI_10025549	2e-13
Q585H6	Q585H6.1	CGI_10018082	2e-10
Q58715	Q58715.1	CGI_10006472	2e-32
Q58728	Q58728.1	CGI_10005089	4e-11
Q587J7	Q587J7.2	CGI_10028859	8e-86
Q587K4	Q587K4.1	CGI_10002699	2e-43
Q58806	Q58806.2	CGI_10002275	2e-97
Q589G5	Q589G5.1	CGI_10005136	2e-51
Q58A42	Q58A42.1	CGI_10001365	8e-47
Q58A42	Q58A42.1	CGI_10013824	5e-10
Q58A42	Q58A42.1	CGI_10013827	3e-95
Q58A42	Q58A42.1	CGI_10013828	2e-114
Q58CN9	Q58CN9.1	CGI_10002929	7e-70
Q58CP0	Q58CP0.1	CGI_10003475	6e-135
Q58CQ9	Q58CQ9.1	CGI_10022857	4e-137
Q58CU2	Q58CU2.1	CGI_10008780	7e-141
Q58CU3	Q58CU3.1	CGI_10028815	1e-77
Q58CV6	Q58CV6.2	CGI_10021219	1e-145
Q58CW4	Q58CW4.1	CGI_10024036	5e-10
Q58CW4	Q58CW4.1	CGI_10028153	5e-10
Q58CW6	Q58CW6.1	CGI_10000645	5e-17
Q58D15	Q58D15.1	CGI_10014710	5e-27
Q58D31	Q58D31.3	CGI_10017194	8e-147
Q58D31	Q58D31.3	CGI_10025170	1e-131
Q58D34	Q58D34.1	CGI_10022482	3e-20
Q58D56	Q58D56.1	CGI_10025403	0.0
Q58D72	Q58D72.2	CGI_10024961	4e-68
Q58DA0	Q58DA0.1	CGI_10005023	2e-136
Q58DA6	Q58DA6.1	CGI_10014291	1e-75
Q58DK5	Q58DK5.1	CGI_10007183	4e-162
Q58DK8	Q58DK8.1	CGI_10018963	5e-10
Q58DL5	Q58DL5.2	CGI_10023071	2e-51
Q58DQ5	Q58DQ5.3	CGI_10021718	1e-52
Q58DT0	Q58DT0.1	CGI_10002009	7e-23
Q58DT4	Q58DT4.1	CGI_10010949	1e-79
Q58DU5	Q58DU5.3	CGI_10019443	2e-125
Q58DZ6	Q58DZ6.2	CGI_10003391	2e-133
Q58EA2	Q58EA2.1	CGI_10025768	4e-40
Q58EK5	Q58EK5.2	CGI_10011771	4e-39
Q58EM4	Q58EM4.1	CGI_10014880	9e-135
Q58EN8	Q58EN8.1	CGI_10004344	6e-174
Q58EX7	Q58EX7.1	CGI_10021931	6e-119
Q58Y75	Q58Y75.1	CGI_10013559	6e-08
Q59990	Q59990.1	CGI_10016171	5e-24
Q59E55	Q59E55.3	CGI_10013633	2e-61
Q59H18	Q59H18.3	CGI_10026897	0.0
Q59I64	Q59I64.1	CGI_10010925	8e-151
Q59LU0	Q59LU0.2	CGI_10006003	2e-113
Q5A2K0	Q5A2K0.1	CGI_10015929	1e-07
Q5AXV1	Q5AXV1.2	CGI_10020668	1e-12
Q5AXV1	Q5AXV1.2	CGI_10024957	1e-12
Q5BIM1	Q5BIM1.1	CGI_10001910	1e-06
Q5BIM1	Q5BIM1.1	CGI_10003662	2e-13
Q5BIM1	Q5BIM1.1	CGI_10004903	4e-07
Q5BIM1	Q5BIM1.1	CGI_10004983	6e-06
Q5BIM1	Q5BIM1.1	CGI_10005401	1e-10
Q5BIM1	Q5BIM1.1	CGI_10005435	2e-06
Q5BIM1	Q5BIM1.1	CGI_10007161	2e-12
Q5BIM1	Q5BIM1.1	CGI_10009052	4e-13
Q5BIM1	Q5BIM1.1	CGI_10010221	6e-11
Q5BIM1	Q5BIM1.1	CGI_10011351	6e-07
Q5BIM1	Q5BIM1.1	CGI_10011539	1e-07
Q5BIM1	Q5BIM1.1	CGI_10012409	4e-07
Q5BIM1	Q5BIM1.1	CGI_10012872	6e-26
Q5BIM1	Q5BIM1.1	CGI_10012906	2e-14
Q5BIM1	Q5BIM1.1	CGI_10014390	4e-07
Q5BIM1	Q5BIM1.1	CGI_10015528	1e-22
Q5BIM1	Q5BIM1.1	CGI_10015537	3e-16
Q5BIM1	Q5BIM1.1	CGI_10016411	3e-08
Q5BIM1	Q5BIM1.1	CGI_10016462	9e-09
Q5BIM1	Q5BIM1.1	CGI_10016739	1e-14
Q5BIM1	Q5BIM1.1	CGI_10018145	1e-11
Q5BIM1	Q5BIM1.1	CGI_10023890	3e-15
Q5BIM1	Q5BIM1.1	CGI_10024732	5e-11
Q5BIM1	Q5BIM1.1	CGI_10026779	2e-09
Q5BIM1	Q5BIM1.1	CGI_10026833	8e-25
Q5BIM1	Q5BIM1.1	CGI_10027034	3e-13
Q5BIM1	Q5BIM1.1	CGI_10028930	9e-29
Q5BIP8	Q5BIP8.1	CGI_10009323	6e-09
Q5BJ29	Q5BJ29.1	CGI_10008382	1e-06
Q5BJD2	Q5BJD2.1	CGI_10011650	1e-14
Q5BJD5	Q5BJD5.1	CGI_10006741	2e-105
Q5BJE1	Q5BJE1.3	CGI_10021824	2e-34
Q5BJF6	Q5BJF6.1	CGI_10016819	8e-177
Q5BJI9	Q5BJI9.1	CGI_10008019	7e-80
Q5BJJ5	Q5BJJ5.1	CGI_10024213	2e-112
Q5BJP5	Q5BJP5.1	CGI_10013315	2e-44
Q5BJP6	Q5BJP6.2	CGI_10000590	2e-174
Q5BJQ6	Q5BJQ6.1	CGI_10022994	0.0
