chr	geneID	genes.start	genes.end	MI.start	MI.end	overlap	length	GOSlim	DML.overlaps
scaffold12	CGI_10018039	290334	319375	295119	296593	1473	1474	developmental processes	0
scaffold833	CGI_10016742	289167	302231	295166	295703	536	537	stress response	0
scaffold833	CGI_10016742	289167	302231	295166	295703	536	537	RNA metabolism	0
scaffold580	CGI_10020497	290704	298407	295167	297962	2794	2795	cell organization and biogenesis	0
scaffold580	CGI_10020497	290704	298407	295167	297962	2794	2795	protein metabolism	0
scaffold33742	CGI_10001126	72	6256	2952	3981	1028	1029	stress response	0
scaffold33742	CGI_10001126	72	6256	2952	3981	1028	1029	other metabolic processes	0
scaffold33742	CGI_10001126	72	6256	2952	3981	1028	1029	cell organization and biogenesis	0
scaffold33742	CGI_10001126	72	6256	2952	3981	1028	1029	developmental processes	0
scaffold33742	CGI_10001126	72	6256	2952	3981	1028	1029	cell cycle and proliferation	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	stress response	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	cell cycle and proliferation	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	signal transduction	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	cell organization and biogenesis	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	transport	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	protein metabolism	0
scaffold890	CGI_10014480	287435	312343	295200	296308	1107	1108	other metabolic processes	0
scaffold1785	CGI_10024375	293049	295426	295223	297238	202	2015	other metabolic processes	0
scaffold1785	CGI_10024375	293049	295426	295223	297238	202	2015	transport	0
scaffold386	CGI_10012695	293622	300040	295234	298591	3356	3357	other metabolic processes	0
scaffold386	CGI_10012695	293622	300040	295234	298591	3356	3357	stress response	0
scaffold267	CGI_10018305	293085	317889	295388	295970	581	582	DNA metabolism	0
scaffold267	CGI_10018305	293085	317889	295388	295970	581	582	cell organization and biogenesis	0
scaffold267	CGI_10018305	293085	317889	295388	295970	581	582	stress response	0
scaffold1884	CGI_10012019	285225	299677	295515	296536	1020	1021	developmental processes	0
scaffold1884	CGI_10012019	285225	299677	295515	296536	1020	1021	transport	0
scaffold1884	CGI_10012019	285225	299677	295515	296536	1020	1021	cell organization and biogenesis	0
scaffold1884	CGI_10012019	285225	299677	295515	296536	1020	1021	cell adhesion	0
scaffold1884	CGI_10012019	285225	299677	295515	296536	1020	1021	protein metabolism	0
scaffold847	CGI_10022271	289183	302748	295516	298890	3373	3374	signal transduction	0
scaffold847	CGI_10022271	289183	302748	295516	298890	3373	3374	cell organization and biogenesis	0
scaffold847	CGI_10022271	289183	302748	295516	298890	3373	3374	developmental processes	0
scaffold1293	CGI_10015868	288331	314169	295595	296535	939	940	stress response	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	protein metabolism	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	cell organization and biogenesis	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	signal transduction	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	cell cycle and proliferation	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	cell adhesion	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	developmental processes	0
scaffold169	CGI_10022951	289764	307909	295622	298009	2386	2387	cell-cell signaling	0
scaffold38568	CGI_10002863	26375	29782	29563	36642	218	7079	protein metabolism	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	RNA metabolism	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	cell cycle and proliferation	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	developmental processes	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	signal transduction	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	cell organization and biogenesis	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	protein metabolism	0
scaffold38568	CGI_10002864	31570	37192	29563	36642	5072	7079	death	0
scaffold43818	CGI_10012776	289235	314722	295635	296617	981	982	signal transduction	0
scaffold659	CGI_10014709	294225	308392	295636	297572	1935	1936	other metabolic processes	0
scaffold695	CGI_10023281	290841	338874	295766	296306	539	540	protein metabolism	0
scaffold695	CGI_10023281	290841	338874	295766	296306	539	540	DNA metabolism	0
scaffold695	CGI_10023281	290841	338874	295766	296306	539	540	death	0
scaffold695	CGI_10023281	290841	338874	295766	296306	539	540	transport	0
scaffold695	CGI_10023281	290841	338874	295766	296306	539	540	stress response	0
scaffold672	CGI_10021033	284838	299354	295803	296311	507	508	signal transduction	0
scaffold22	CGI_10028839	295347	297930	295805	296427	621	622	RNA metabolism	0
scaffold445	CGI_10019443	294297	297463	295814	296359	544	545	protein metabolism	0
scaffold343	CGI_10021745	265429	300603	295834	299977	4142	4143	cell organization and biogenesis	0
scaffold343	CGI_10021745	265429	300603	295834	299977	4142	4143	stress response	0
scaffold343	CGI_10021745	265429	300603	295834	299977	4142	4143	DNA metabolism	0
scaffold343	CGI_10021745	265429	300603	295834	299977	4142	4143	cell cycle and proliferation	0
scaffold395	CGI_10013984	277385	298348	295837	303237	2510	7400	RNA metabolism	0
scaffold395	CGI_10013985	299415	300913	295837	303237	1498	7400	RNA metabolism	0
scaffold20	CGI_10023571	287767	295999	295860	297748	138	1888	RNA metabolism	0
scaffold632	CGI_10018452	287425	300965	295933	296982	1048	1049	stress response	0
scaffold632	CGI_10018452	287425	300965	295933	296982	1048	1049	other metabolic processes	0
scaffold632	CGI_10018452	287425	300965	295933	296982	1048	1049	transport	0
scaffold632	CGI_10018452	287425	300965	295933	296982	1048	1049	cell organization and biogenesis	0
scaffold1822	CGI_10012066	278037	306686	296004	297549	1544	1545	protein metabolism	0
scaffold722	CGI_10012186	681	44793	29613	30736	1122	1123	protein metabolism	0
scaffold722	CGI_10012186	681	44793	29613	30736	1122	1123	cell organization and biogenesis	0
scaffold722	CGI_10012186	681	44793	29613	30736	1122	1123	RNA metabolism	0
scaffold722	CGI_10012186	681	44793	29613	30736	1122	1123	transport	0
scaffold547	CGI_10018853	288887	310939	296140	297009	868	869	other metabolic processes	0
scaffold43878	CGI_10013729	296118	296828	296205	299525	622	3320	RNA metabolism	0
scaffold43878	CGI_10013729	296118	296828	296205	299525	622	3320	cell cycle and proliferation	0
scaffold101	CGI_10021644	269476	308543	296206	299958	3751	3752	developmental processes	0
scaffold101	CGI_10021644	269476	308543	296206	299958	3751	3752	cell adhesion	0
scaffold1836	CGI_10026279	293444	300056	296280	297478	1197	1198	protein metabolism	0
scaffold1350	CGI_10017309	287668	297786	296302	297241	938	939	protein metabolism	0
scaffold1350	CGI_10017309	287668	297786	296302	297241	938	939	cell adhesion	0
scaffold1350	CGI_10017309	287668	297786	296302	297241	938	939	other metabolic processes	0
scaffold1350	CGI_10017309	287668	297786	296302	297241	938	939	cell organization and biogenesis	0
scaffold43954	CGI_10014583	287551	298862	296394	296907	512	513	transport	0
scaffold726	CGI_10008401	27594	36188	29642	30849	1206	1207	signal transduction	0
scaffold852	CGI_10012044	271364	304704	296543	298711	2167	2168	transport	0
scaffold852	CGI_10012044	271364	304704	296543	298711	2167	2168	cell-cell signaling	0
scaffold852	CGI_10012044	271364	304704	296543	298711	2167	2168	death	0
scaffold852	CGI_10012044	271364	304704	296543	298711	2167	2168	cell organization and biogenesis	0
scaffold852	CGI_10012044	271364	304704	296543	298711	2167	2168	developmental processes	0
scaffold583	CGI_10023619	295070	301368	296552	300086	3533	3534	other metabolic processes	0
scaffold583	CGI_10023619	295070	301368	296552	300086	3533	3534	cell organization and biogenesis	0
scaffold583	CGI_10023619	295070	301368	296552	300086	3533	3534	transport	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	cell adhesion	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	cell organization and biogenesis	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	protein metabolism	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	signal transduction	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	stress response	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	transport	0
scaffold1599	CGI_10027144	291871	301066	296599	298288	1688	1689	developmental processes	0
scaffold678	CGI_10026347	295797	300822	296656	298157	1500	1501	cell organization and biogenesis	0
scaffold313	CGI_10026595	292287	297718	296697	297259	561	562	transport	0
scaffold39754	CGI_10003599	24830	65211	29672	30399	726	727	developmental processes	0
scaffold149	CGI_10025298	294600	302138	296727	298029	1301	1302	cell organization and biogenesis	0
scaffold149	CGI_10025298	294600	302138	296727	298029	1301	1302	RNA metabolism	0
scaffold149	CGI_10025298	294600	302138	296727	298029	1301	1302	stress response	0
scaffold149	CGI_10025298	294600	302138	296727	298029	1301	1302	death	0
scaffold149	CGI_10025298	294600	302138	296727	298029	1301	1302	other metabolic processes	0
scaffold522	CGI_10020325	265552	301871	296768	297550	781	782	protein metabolism	0
scaffold522	CGI_10020325	265552	301871	296768	297550	781	782	developmental processes	0
scaffold522	CGI_10020325	265552	301871	296768	297550	781	782	cell adhesion	0
scaffold522	CGI_10020325	265552	301871	296768	297550	781	782	cell organization and biogenesis	0
scaffold335	CGI_10017101	286615	300153	296826	301569	3326	4743	other metabolic processes	0
scaffold1018	CGI_10019765	295429	310320	297000	297624	623	624	other metabolic processes	0
scaffold1865	CGI_10013547	265949	318343	297016	297965	948	949	signal transduction	0
scaffold1865	CGI_10013547	265949	318343	297016	297965	948	949	cell cycle and proliferation	0
scaffold1865	CGI_10013547	265949	318343	297016	297965	948	949	cell organization and biogenesis	0
scaffold1865	CGI_10013547	265949	318343	297016	297965	948	949	transport	0
scaffold1874	CGI_10011918	24932	39177	29706	30376	669	670	other metabolic processes	0
scaffold445	CGI_10019443	294297	297463	297103	297611	359	508	protein metabolism	0
scaffold41540	CGI_10005243	10008	30162	29712	30417	449	705	other metabolic processes	1
scaffold1714	CGI_10013678	279915	301079	297133	302122	3945	4989	transport	0
scaffold1714	CGI_10013678	279915	301079	297133	302122	3945	4989	cell cycle and proliferation	0
scaffold1714	CGI_10013678	279915	301079	297133	302122	3945	4989	cell organization and biogenesis	0
scaffold1714	CGI_10013678	279915	301079	297133	302122	3945	4989	developmental processes	0
scaffold41828	CGI_10005672	18916	30776	29718	30442	723	724	cell organization and biogenesis	0
scaffold41828	CGI_10005672	18916	30776	29718	30442	723	724	developmental processes	0
scaffold41828	CGI_10005672	18916	30776	29718	30442	723	724	RNA metabolism	0
scaffold802	CGI_10015729	228542	309723	297242	298235	992	993	cell organization and biogenesis	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	cell cycle and proliferation	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	other metabolic processes	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	signal transduction	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	developmental processes	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	stress response	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	death	0
scaffold157	CGI_10021243	291635	298725	297256	298414	1157	1158	protein metabolism	0
scaffold43034	CGI_10008468	27535	57290	29731	33772	4040	4041	transport	0
scaffold1024	CGI_10028532	286016	307543	297337	307458	10120	10121	other metabolic processes	0
scaffold1000	CGI_10013088	293157	305942	297454	300197	2742	2743	stress response	0
scaffold1000	CGI_10013088	293157	305942	297454	300197	2742	2743	protein metabolism	0
scaffold1000	CGI_10013088	293157	305942	297454	300197	2742	2743	developmental processes	0
scaffold1000	CGI_10013088	293157	305942	297454	300197	2742	2743	other metabolic processes	0
scaffold1322	CGI_10019472	265135	302274	297475	299259	1783	1784	cell organization and biogenesis	0
scaffold1322	CGI_10019472	265135	302274	297475	299259	1783	1784	transport	0
scaffold1182	CGI_10003512	23472	32687	29753	30300	546	547	DNA metabolism	0
scaffold1182	CGI_10003512	23472	32687	29753	30300	546	547	transport	0
scaffold1182	CGI_10003512	23472	32687	29753	30300	546	547	RNA metabolism	0
scaffold1182	CGI_10003512	23472	32687	29753	30300	546	547	cell organization and biogenesis	0
scaffold1182	CGI_10003512	23472	32687	29753	30300	546	547	other metabolic processes	0
scaffold1293	CGI_10015868	288331	314169	297597	298248	650	651	stress response	0
scaffold100	CGI_10026426	296623	307835	297600	298546	945	946	cell organization and biogenesis	0
scaffold100	CGI_10026426	296623	307835	297600	298546	945	946	cell cycle and proliferation	0
scaffold140	CGI_10020133	274556	300501	297668	299245	1576	1577	cell organization and biogenesis	0
scaffold140	CGI_10020133	274556	300501	297668	299245	1576	1577	signal transduction	0
scaffold98	CGI_10012788	293112	300703	297697	301951	3005	4254	other metabolic processes	0
scaffold98	CGI_10012788	293112	300703	297697	301951	3005	4254	signal transduction	0
scaffold98	CGI_10012788	293112	300703	297697	301951	3005	4254	developmental processes	0
scaffold1350	CGI_10017309	287668	297786	297708	298957	77	1249	protein metabolism	0
scaffold1350	CGI_10017309	287668	297786	297708	298957	77	1249	cell adhesion	0
scaffold1350	CGI_10017309	287668	297786	297708	298957	77	1249	other metabolic processes	0
scaffold1350	CGI_10017309	287668	297786	297708	298957	77	1249	cell organization and biogenesis	0
scaffold547	CGI_10018853	288887	310939	297720	298285	564	565	other metabolic processes	0
scaffold655	CGI_10014958	288551	322246	297740	298882	1141	1142	developmental processes	0
scaffold655	CGI_10014958	288551	322246	297740	298882	1141	1142	other metabolic processes	0
scaffold280	CGI_10024584	294180	299342	297877	298887	1009	1010	cell organization and biogenesis	0
scaffold280	CGI_10024584	294180	299342	297877	298887	1009	1010	protein metabolism	0
scaffold1468	CGI_10006768	29324	39297	29790	35029	5238	5239	RNA metabolism	0
scaffold1468	CGI_10006768	29324	39297	29790	35029	5238	5239	protein metabolism	0
scaffold765	CGI_10012478	297945	311155	297940	298675	730	735	RNA metabolism	0
scaffold695	CGI_10023281	290841	338874	297968	298736	767	768	protein metabolism	0
scaffold695	CGI_10023281	290841	338874	297968	298736	767	768	DNA metabolism	0
scaffold695	CGI_10023281	290841	338874	297968	298736	767	768	death	0
scaffold695	CGI_10023281	290841	338874	297968	298736	767	768	transport	0
scaffold695	CGI_10023281	290841	338874	297968	298736	767	768	stress response	0
scaffold285	CGI_10011151	26203	31907	29799	30338	538	539	cell organization and biogenesis	0
scaffold285	CGI_10011151	26203	31907	29799	30338	538	539	RNA metabolism	0
scaffold285	CGI_10011151	26203	31907	29799	30338	538	539	protein metabolism	0
scaffold285	CGI_10011151	26203	31907	29799	30338	538	539	developmental processes	0
scaffold285	CGI_10011151	26203	31907	29799	30338	538	539	transport	0
scaffold1610	CGI_10016507	282618	300563	298034	298614	579	580	transport	0
scaffold1017	CGI_10024995	297598	304251	298051	298572	520	521	protein metabolism	0
scaffold1017	CGI_10024995	297598	304251	298051	298572	520	521	transport	0
scaffold1017	CGI_10024995	297598	304251	298051	298572	520	521	cell organization and biogenesis	0
scaffold1017	CGI_10024995	297598	304251	298051	298572	520	521	signal transduction	0
scaffold410	CGI_10020635	298599	310174	298210	299046	447	836	protein metabolism	0
scaffold914	CGI_10018886	293704	305044	298263	299803	1539	1540	cell cycle and proliferation	0
