A0JP70	XM_022463201.1	WD repeat-containing protein 90-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022469022.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022468988.1	hemicentin-1-like
A2ASS6	XM_022468990.1	hemicentin-1-like
A2ASS6	XM_022469028.1	hemicentin-1-like
A2ASS6	XM_022468986.1	hemicentin-1-like
A2ASS6	XM_022468991.1	hemicentin-1-like
A2ASS6	XM_022468994.1	hemicentin-1-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022469022.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022469627.1	titin-like
A2ASS6	XM_022469015.1	hemicentin-1-like
A2ASS6	XM_022469015.1	hemicentin-1-like
A2ASS6	XM_022469627.1	titin-like
A2ASS6	XM_022469626.1	titin-like
A2ASS6	XM_022469625.1	titin-like
A2ASS6	XM_022469627.1	titin-like
A2ASS6	XM_022469625.1	titin-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469625.1	titin-like
A2ASS6	XM_022469626.1	titin-like
A2ASS6	XM_022469626.1	titin-like
A2ASS6	XM_022469625.1	titin-like
A2ASS6	XM_022468988.1	hemicentin-1-like
A2ASS6	XM_022468990.1	hemicentin-1-like
A2ASS6	XM_022468986.1	hemicentin-1-like
A2ASS6	XM_022468991.1	hemicentin-1-like
A2ASS6	XM_022468994.1	hemicentin-1-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022468988.1	hemicentin-1-like
A2ASS6	XM_022468990.1	hemicentin-1-like
A2ASS6	XM_022468986.1	hemicentin-1-like
A2ASS6	XM_022468991.1	hemicentin-1-like
A2ASS6	XM_022468994.1	hemicentin-1-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022469031.1	hemicentin-1-like
A2ASS6	XM_022469026.1	hemicentin-1-like
A2ASS6	XM_022469022.1	hemicentin-1-like
A2ASS6	XM_022469031.1	hemicentin-1-like
A2ASS6	XM_022469026.1	hemicentin-1-like
A2ASS6	XM_022469022.1	hemicentin-1-like
A2ASS6	XM_022469006.1	hemicentin-1-like
A2ASS6	XM_022469008.1	hemicentin-1-like
A2ASS6	XM_022468996.1	hemicentin-1-like
A2ASS6	XM_022468997.1	hemicentin-1-like
A2ASS6	XM_022469006.1	hemicentin-1-like
A2ASS6	XM_022469008.1	hemicentin-1-like
A2ASS6	XM_022468996.1	hemicentin-1-like
A2ASS6	XM_022468997.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022468993.1	hemicentin-1-like
A2ASS6	XM_022469015.1	hemicentin-1-like
A2ASS6	XM_022468993.1	hemicentin-1-like
A2ASS6	XM_022469015.1	hemicentin-1-like
A2ASS6	XM_022469010.1	hemicentin-1-like
A2ASS6	XM_022469013.1	hemicentin-1-like
A2ASS6	XM_022469010.1	hemicentin-1-like
A2ASS6	XM_022469013.1	hemicentin-1-like
A2ASS6	XM_022469026.1	hemicentin-1-like
A2ASS6	XM_022469026.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022468992.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022469030.1	hemicentin-1-like
A2ASS6	XM_022468988.1	hemicentin-1-like
A2ASS6	XM_022468990.1	hemicentin-1-like
A2ASS6	XM_022468986.1	hemicentin-1-like
A2ASS6	XM_022468991.1	hemicentin-1-like
A2ASS6	XM_022468994.1	hemicentin-1-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022469014.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022468988.1	hemicentin-1-like
A2ASS6	XM_022468990.1	hemicentin-1-like
A2ASS6	XM_022468986.1	hemicentin-1-like
A2ASS6	XM_022468991.1	hemicentin-1-like
A2ASS6	XM_022468994.1	hemicentin-1-like
A2ASS6	XM_022468995.1	hemicentin-1-like
A2ASS6	XM_022468999.1	hemicentin-1-like
A2ASS6	XM_022469000.1	hemicentin-1-like
A2ASS6	XM_022469004.1	hemicentin-1-like
A2ASS6	XM_022469005.1	hemicentin-1-like
A2ASS6	XM_022469007.1	hemicentin-1-like
A2ASS6	XM_022469011.1	hemicentin-1-like
A2ASS6	XM_022469014.1	hemicentin-1-like
A2ASS6	XM_022468989.1	hemicentin-1-like
A2ASS6	XM_022468998.1	hemicentin-1-like
A2ASS6	XM_022468998.1	hemicentin-1-like
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2AX52	XM_022482847.1	uncharacterized LOC111134058
A2BGR3	XM_022487559.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487560.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487561.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487562.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487563.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487561.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487562.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487559.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487563.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487560.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487561.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487563.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487559.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487560.1	DNA excision repair protein ERCC-6-like
A2BGR3	XM_022487562.1	DNA excision repair protein ERCC-6-like
A3KGS3	XM_022476529.1	ral GTPase-activating protein subunit alpha-1-like
A3KGS3	XM_022476530.1	ral GTPase-activating protein subunit alpha-1-like
A3KGS3	XM_022476531.1	ral GTPase-activating protein subunit alpha-1-like
A3KGS3	XM_022476532.1	ral GTPase-activating protein subunit alpha-1-like
A3KGS3	XM_022476526.1	ral GTPase-activating protein subunit alpha-1-like
A3KGS3	XM_022476527.1	ral GTPase-activating protein subunit alpha-1-like
A3KN83	XM_022483215.1	protein strawberry notch homolog 1-like
A4IF63	XM_022466478.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466479.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466483.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466485.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466484.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466482.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466481.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466476.1	tripartite motif-containing protein 2-like
A4IF63	XM_022466477.1	tripartite motif-containing protein 2-like
A4IF63	XM_022481544.1	uncharacterized LOC111133291
A4IF63	XM_022481546.1	uncharacterized LOC111133291
A4IF63	XM_022481547.1	uncharacterized LOC111133291
A5D9C6	XM_022481020.1	repressor of RNA polymerase III transcription MAF1 homolog
A5WUL3	XM_022469115.1	mediator of RNA polymerase II transcription subunit 22-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DYP0	XM_022469628.1	titin-like
A8DYP0	XM_022469630.1	titin-like
A8DZE7	XM_022460718.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460718.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460715.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460715.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460716.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460716.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460717.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8DZE7	XM_022460717.1	short-chain dehydrogenase/reductase family 42E member 1-like
A8GH44	XM_022471452.1	uncharacterized LOC111126660
A8GH44	XM_022471459.1	uncharacterized LOC111126660
A8GH44	XM_022471370.1	uncharacterized LOC111126605
A8QMS7	XM_022476380.1	myeloid differentiation primary response protein MyD88-like
A9JRL3	XM_022480749.1	cytosolic carboxypeptidase 1-like
A9JRL3	XM_022480749.1	cytosolic carboxypeptidase 1-like
B0CM26	XM_022453413.1	cilia- and flagella-associated protein 69-like
B0JZG0	XM_022488374.1	solute carrier family 23 member 1-like
B0JZG0	XM_022488373.1	solute carrier family 23 member 1-like
B0JZG0	XM_022488375.1	solute carrier family 23 member 1-like
B1GYP6	XM_022479771.1	uncharacterized LOC111132099
B1GYP6	XM_022479774.1	uncharacterized LOC111132099
B1GYP6	XM_022479775.1	uncharacterized LOC111132099
B1GYP6	XM_022479776.1	uncharacterized LOC111132099
B1GYP6	XM_022479770.1	uncharacterized LOC111132099
B1GYP6	XM_022479773.1	uncharacterized LOC111132099
B1GYP6	XM_022479771.1	uncharacterized LOC111132099
B1GYP6	XM_022479774.1	uncharacterized LOC111132099
B1GYP6	XM_022479775.1	uncharacterized LOC111132099
B1GYP6	XM_022479776.1	uncharacterized LOC111132099
B1GYP6	XM_022479770.1	uncharacterized LOC111132099
B1GYP6	XM_022479773.1	uncharacterized LOC111132099
B1GYP6	XM_022479772.1	uncharacterized LOC111132099
B1GYP6	XM_022479772.1	uncharacterized LOC111132099
B1WAP7	XM_022482295.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482290.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482291.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482292.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482296.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482297.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482292.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482295.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482290.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482291.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482293.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482296.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482293.1	segment polarity protein dishevelled homolog DVL-3-like
B1WAP7	XM_022482297.1	segment polarity protein dishevelled homolog DVL-3-like
B1WBP0	XM_022466328.1	metallophosphoesterase MPPED2-like
B1WBP0	XM_022466411.1	metallophosphoesterase MPPED2-like
B1WBW4	XM_022447006.1	uncharacterized LOC111110491
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431146.1	MAM and LDL-receptor class A domain-containing protein 1-like
B3EWZ5	XM_022431137.1	MAM and LDL-receptor class A domain-containing protein 1-like
